,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset ,Material ID,Material Description,Material ID Description,BU + Material, FY 25 Actual Revenue , FY 25 Actual Units , COMMENTS ,CAT 11 (USE)
845,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032400,Hypak for Vaccine,PH210310041137,SCF Luer PRTC,PH210310051343,1.25ml,47433826,HYPAK SCF1.25ML RFS PRTC7025/65DHBPP HFV,47433826-HYPAK SCF1.25ML RFS PRTC7025/65DHBPP HFV,PS-47433826,"$3,845,652 ","5,269,500",,Hypak for Vaccine
846,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121150,Tubes - Chemistry,PH210900132000,PT Heparin,PH210900141082,HEPARIN PLASTIC HEMO,PH210900151083,HEPARIN PLASTIC HEMO,367878,TUBE NAHEP PLH 13X100 6.0 PLBL GN,367878-TUBE NAHEP PLH 13X100 6.0 PLBL GN,SM-367878,"$818,729 ","5,268,796",,Vacutainer tubes
847,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032600,Accuspray,PH210310041090,SCF Luer,PH210310051201,0.5ml,47414719,ACCUSPRAY0.5ML TC7028/55 LTP PP,47414719-ACCUSPRAY0.5ML TC7028/55 LTP PP,PS-47414719,"$3,378,100 ","5,262,240",,Plastipak
848,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121150,Tubes - Chemistry,PH210900132200,PT Serum,PH210900141100,SERUM PLASTIC HEMO,PH210900151101,SERUM PLASTIC HEMO,360053,TUBE PLN PLH 13X75MM 4.0ML PLBL RD BR,360053-TUBE PLN PLH 13X75MM 4.0ML PLBL RD BR,SM-360053,"$406,291 ","5,259,132",,Vacutainer tubes
849,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021150,Component,PH210310032050,PFS Component,PH210310041052,Bulk Plunger Rod,PH210310051107,10ml,47522208,HYPAK PR10ML PP NATURAL,47522208-HYPAK PR10ML PP NATURAL,PS-47522208,"$478,890 ","5,254,460",,Vacutainer tubes
850,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032750,Hypak for Biotech,PH210310041099,SCF Needle,PH210310051222,1mlL,47411019,HYPAKSCF1MLL29G1/2-5BTWBD260LWEBPPBTH,47411019-HYPAKSCF1MLL29G1/2-5BTWBD260LWEBPPBTH,PS-47411019,"$5,182,041 ","5,239,500",,Hypak for Vaccine
851,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031009,Conventional Needles,PH210230041064,Customer Special Ndl,PH210230051121,SMALL BORE NEEDLE,301629,NEEDLE 27GA 1-1/2IN,301629-NEEDLE 27GA 1-1/2IN,MDS-301629,"$784,629 ","5,234,797",,Plastipak
852,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032500,Hypak for Antico,PH210310041132,SCF Needle RNS,PH210310051334,0.5ml,47402326,HYPAK SCF0.5ML 27GA1/2IN-5B RNS4800,47402326-HYPAK SCF0.5ML 27GA1/2IN-5B RNS4800,PS-47402326,"$2,523,059 ","5,203,041",,Hypak for Antico
853,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032650,Hypak legacy - Biotech,PH210310041093,Bulk Needle,PH210310051206,1mlL,47434910,HYPAK1MLL 25GA1/2IN TW PP,47434910-HYPAK1MLL 25GA1/2IN TW PP,PS-47434910,"$2,158,460 ","5,194,220",,Hypak for Antico
854,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310032900,Stopper Low Tier,PH210310041106,NSCF,PH210310051248,1-3ml,47133610,HYPAK NSCF1-3ML PH701/50CBLACK SI1000,47133610-HYPAK NSCF1-3ML PH701/50CBLACK SI1000,PS-47133610,"$799,052 ","5,184,000",,Vacutainer tubes
855,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031004,3pc Conventional Small - SYRINGE ONLY,PH210230041043,3cc Syringes Only - Hypodermic,PH210230051072,3CC SYRINGE LL,302545,SYRINGE 3ML LL SYRINGE ONLY MX BUN,302545-SYRINGE 3ML LL SYRINGE ONLY MX BUN,MDS-302545,"$314,260 ","5,148,858",,Plastipak
856,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310032950,Stopper Mid Tier,PH210310041111,BSCF/BCF/BCA,PH210310051278,1mlL,47284810,HYPAK BSCF1MLL PH4023/50GR SI1000 LID,47284810-HYPAK BSCF1MLL PH4023/50GR SI1000 LID,PS-47284810,"$588,177 ","5,148,000",,Vacutainer tubes
857,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021150,Component,PH210310032050,PFS Component,PH210310041052,Bulk Plunger Rod,PH210310051109,1mlL,47524208,HYPAK PR1MLL PP ORANGE PMS1585C,47524208-HYPAK PR1MLL PP ORANGE PMS1585C,PS-47524208,"$67,890 ","5,145,000",,Vacutainer tubes
858,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2301000,IV Access,PH230100021021,IVA Interlink,PH230100031045,IVA Accessories - Interlink,PH230100041104,Syringe with Cannula,PH230100051105,Syringe with Cannula,303401,SYRINGE 3ML LL W/INTERLINK VAC,303401-SYRINGE 3ML LL W/INTERLINK VAC,MDS-303401,"$1,583,443 ","5,144,700",,Plastipak
859,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031002,3pc Conventional - COMBOS,PH210230041027,Cust Spec Syr w/Ndl,PH210230051034,10ml,302153,SYRINGE 10ML LL 21GA 1-1/2IN TW,302153-SYRINGE 10ML LL 21GA 1-1/2IN TW,MDS-302153,"$563,268 ","5,129,900",,Plastipak
860,BLS,SM,Specimen Management,SM,Specimen Management,2109004,Specimen Acquisition,PH210900421950,Wingsets,PH210900435150,Safety Wingset PBBCS UltraTouch Pre-Attached,PH210900441278,PBBCS UltraTouch Pre-Attached,PH210900451302,PBBCS UltraTouch Pre-Attached,368688,UT-PBBCS 23G 12 PAH,368688-UT-PBBCS 23G 12 PAH,SM-368688,"$7,623,667 ","5,123,620",,Safety Wingset
861,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031009,Conventional Needles,PH210230041068,Small Bore Needles,PH210230051132,SHORT LENGTH,305128,NEEDLE 30X1 RB,305128-NEEDLE 30X1 RB,MDS-305128,"$865,498 ","5,072,800",,Plastipak
862,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031004,3pc Conventional Small - SYRINGE ONLY,PH210230041049,Syringe Only,PH210230051096,3ml,309656,SYRINGE 3ML LS 200 S/C,309656-SYRINGE 3ML LS 200 S/C,MDS-309656,"$418,822 ","5,062,800",,Plastipak
863,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121150,Tubes - Chemistry,PH210900132100,PT PST,PH210900141090,PST II PLASTIC HEMO,PH210900151091,PST II PLASTIC HEMO,367375,TUBE PST II PLH 13X100 4.5 BLBL L/GN,367375-TUBE PST II PLH 13X100 4.5 BLBL L/GN,SM-367375,"$737,169 ","5,049,900",,Vacutainer tubes
864,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032350,Hypak for Acute,PH210310041129,SCF Luer PRTC,PH210310051326,2.25ml,47354530,HYPAK SCF2.25ML RF PRTCFM27,47354530-HYPAK SCF2.25ML RF PRTCFM27,PS-47354530,"$3,782,225 ","5,040,500",,Hypak for Antico
865,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121550,Lancets,PH210900434150,Safety - Quickheel,PH210900441234,Lancet Quikheel,PH210900451248,Quikheel,368101,LANCET QUIKHEEL TEAL 1.0MMX2.5MM,368101-LANCET QUIKHEEL TEAL 1.0MMX2.5MM,SM-368101,"$5,577,803 ","5,030,737",,Vacutainer tubes
866,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2126000,Hazardous Drug Solutions,PH212600021013,Optima Pharmacy Solutions,PH212600031080,Optima Connector,PH212600041348,Optima Connector,PH212600051512,Optima Connector,515070,CONNECTOR C35-O,515070-CONNECTOR C35-O,MDS-515070,"$6,465,011 ","5,026,450",,Purewick canister & tubing
867,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031046,3pc Conventional Large - SYRINGE ONLY,PH210230041217,Cust Spec Syr Only,PH210230051084,20ml,300220,SYRINGE 20ML LS NS,300220-SYRINGE 20ML LS NS,MDS-300220,"$703,754 ","5,018,300",,Plastipak
868,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031004,3pc Conventional Small - SYRINGE ONLY,PH210230041049,Syringe Only,PH210230051096,3ml,301077,SYRINGE 3ML S/T BNS,301077-SYRINGE 3ML S/T BNS,MDS-301077,"$356,428 ","5,009,600",,Plastipak
869,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421400,Other Core Micro,PH211100434800,Transport,PH211100441155,UVT,PH211100451270,OEM Swabs,220220,Vial Universal Viral Transport,220220-Vial Universal Viral Transport,DS-220220,"$6,427,325 ","5,006,550",,Vacutainer tubes
870,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2104000,Peripherally Inserted Intravenous Catheters,PH210400021005,PIVC - Value-Driven,PH210400031039,Venflon Pro Safety 2,PH210400041186,Venflon Pro Safety 2,PH210400051315,Venflon Pro Safety 2,393280,VPS 22GA 0.9MM OD 25MM L INSTAFLASH,393280-VPS 22GA 0.9MM OD 25MM L INSTAFLASH,MDS-393280,"$3,258,808 ","4,983,300",,Safety Wingset
871,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031046,3pc Conventional Large - SYRINGE ONLY,PH210230041217,Cust Spec Syr Only,PH210230051084,20ml,301189,SYRINGE 20ML LL 60/PKG,301189-SYRINGE 20ML LL 60/PKG,MDS-301189,"$883,997 ","4,964,520",,Plastipak
872,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031002,3pc Conventional - COMBOS,PH210230041027,Cust Spec Syr w/Ndl,PH210230051037,3ml,302110,SYRINGE 3ML LS 23G 1IN TW,302110-SYRINGE 3ML LS 23G 1IN TW,MDS-302110,"$326,845 ","4,947,000",,Plastipak
873,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031002,3pc Conventional - COMBOS,PH210230041022,3CC W/NEEDLE MEX,PH210230051027,3CC LL,302541,SYRINGE 3ML LL 22GA 1-1/4IN MX BUN,302541-SYRINGE 3ML LL 22GA 1-1/4IN MX BUN,MDS-302541,"$521,673 ","4,933,098",,Plastipak
874,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103200,SAIS,PH210320021350,Others,PH210320033250,Pen Needle,PH210320041123,29GA,PH210320051303,All,47362282,3 Unit Pen Needle Merck-China,47362282-3 Unit Pen Needle Merck-China,PS-47362282,"$4,236,266 ","4,926,410",,Safety wingset
875,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031003,3pc Conventional - OTHER,PH210230041030,3cc PTK5 Mex,PH210230051049,3cc w/Needle,308615,SYRINGE 3ML LL 21GA 1-1/4IN PTK 5,308615-SYRINGE 3ML LL 21GA 1-1/4IN PTK 5,MDS-308615,"$782,831 ","4,906,962",,Plastipak
876,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103300,PS Safety,PH210330021700,Device,PH210330034350,Ultrasafe,PH210330041202,Passive device Color,PH210320051414,1mlL,47450530,ULTRASAFE X100L PNG RASPBERRY NVS STEIN,47450530-ULTRASAFE X100L PNG RASPBERRY NVS STEIN,PS-47450530,"$1,213,872 ","4,902,912",,Safety wingset
877,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2104000,Peripherally Inserted Intravenous Catheters,PH210400021006,PIVC - Outcome-Driven,PH210400031058,Nexiva,PH210400041246,Nexiva Single Port,PH210400051385,Max Zero - 1,383556,NEXIVA 20 GA X 1.00IN SP WITH MAXZERO,383556-NEXIVA 20 GA X 1.00IN SP WITH MAXZERO,MDS-383556,"$21,795,279 ","4,885,014",,Safety Wingset
878,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2302052,Skin Prep & Securement,PH230205221023,Skin Prep,PH230205231122,ChloraPrep 1mL,PH230205241456,"CHP-IPA, No Tint",PH230205251690,"CHP-IPA, No Tint",930480,1ML 2% CHG SINGLE STERILE APPLICATOR-,930480-1ML 2% CHG SINGLE STERILE APPLICATOR-,MDS-930480,"$1,980,600 ","4,877,907",,Chloraprep
879,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032350,Hypak for Acute,PH210310041070,SCF Luer,PH210310051145,0.5ml,47176710,HYPAK SCF0.5ML CTC7025/65 ALCON,47176710-HYPAK SCF0.5ML CTC7025/65 ALCON,PS-47176710,"$4,821,327 ","4,873,400",,Hypak for Antico
880,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2126000,Hazardous Drug Solutions,PH212600021013,Optima Pharmacy Solutions,PH212600031081,Optima Injector,PH212600041349,Optima Injector,PH212600051513,Optima Injector,515052,INJECTOR N35-O,515052-INJECTOR N35-O,MDS-515052,"$17,426,983 ","4,865,150",,Purewick canister & tubing
881,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2301000,IV Access,PH230100021009,IVA Accessories,PH230100031046,IVA Accessories - Other Accessories,PH230100041105,Other Accessories,PH230100051106,Other Accessories,70804,MALE/FEM LUER-LOCK CAPS,70804-MALE/FEM LUER-LOCK CAPS,MDS-70804,"$755,908 ","4,861,200",,Vacutainer tubes
882,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2301000,IV Access,PH230100021009,IVA Accessories,PH230100031046,IVA Accessories - Other Accessories,PH230100041210,Stopcock/Manifold,PH230100051223,Stopcock/Manifold,TP-P-B,Plug LuerMale/ LuerFemale Non-Sterile Bk,TP-P-B-Plug LuerMale/ LuerFemale Non-Sterile Bk,MDS-TP-P-B,"$190,752 ","4,860,000",,Vacutainer tubes
883,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032400,Hypak for Vaccine,PH210310041137,SCF Luer PRTC,PH210310051344,1.5ml,47609410,HYPAK SCF1.5ML RF PRTC FM30 BKD EB HFV,47609410-HYPAK SCF1.5ML RF PRTC FM30 BKD EB HFV,PS-47609410,"$4,630,515 ","4,840,900",,Hypak for Vaccine
884,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421350,Clinical Media,PH211100434650,Plated Media - Clinical,PH211100441166,Plated Media,PH211100451283,Plated Media,221353,Plate Columbia Cna Agar 5% SB 100 Ea,221353-Plate Columbia Cna Agar 5% SB 100 Ea,DS-221353,"$1,879,260 ","4,824,480",,Vacutainer tubes
885,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031009,Conventional Needles,PH210230041068,Small Bore Needles,PH210230051131,LONG LENGTH,301808,NEEDLE 25G 1-1/2IN,301808-NEEDLE 25G 1-1/2IN,MDS-301808,"$125,747 ","4,817,999",,Plastipak
886,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031046,3pc Conventional Large - SYRINGE ONLY,PH210230041217,Cust Spec Syr Only,PH210230051087,50ml,300866,SYRINGE 60ML E/T,300866-SYRINGE 60ML E/T,MDS-300866,"$2,162,768 ","4,812,261",,Plastipak
887,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2104000,Peripherally Inserted Intravenous Catheters,PH210400021006,PIVC - Outcome-Driven,PH210400031053,Autoguard w/ Blood Control,PH210400041231,IAGBC,PH210400051367,IAGBC,382623,INSYTE AUTOG BC WING BLU 22GA X 1.0IN,382623-INSYTE AUTOG BC WING BLU 22GA X 1.0IN,MDS-382623,"$7,531,632 ","4,807,750",,Safety Wingset
888,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103300,PS Safety,PH210330021650,Component,PH210330034250,Ultrasafe,PH210330041184,Passive Plunger Rod Color,PH210320051385,1mlL,47447602,ULTRASAFE X100L PR GREEN SSL SDZ,47447602-ULTRASAFE X100L PR GREEN SSL SDZ,PS-47447602,"$352,879 ","4,800,000",,Safety wingset
889,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103300,PS Safety,PH210330021650,Component,PH210330034300,Preventis,PH210330041159,Bulk Plunger Rod,PH210330051359,0.5ml,47528608,PREVENTIS PR0.5ML PP RED PMS186C,47528608-PREVENTIS PR0.5ML PP RED PMS186C,PS-47528608,"$37,606 ","4,800,000",,Safety wingset
890,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021150,Component,PH210310032050,PFS Component,PH210310041052,Bulk Plunger Rod,PH210310051103,0.5ml,47522108,HYPAK PR0.5ML PP YELLOW C,47522108-HYPAK PR0.5ML PP YELLOW C,PS-47522108,"$30,140 ","4,800,000",,Vacutainer tubes
891,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031012,Emerald - SYRINGES ONLY,PH210230041079,10ml Syringes Only,PH210230051145,10ml Syringes Only,303128,SYRINGE 10ML EMERALD BNS,303128-SYRINGE 10ML EMERALD BNS,MDS-303128,"$290,862 ","4,780,500",,Plastipak
892,BLS,SM,Specimen Management,SM,Specimen Management,2109004,Specimen Acquisition,PH210900421950,Wingsets,PH210900434850,Safety Wingset PBBCS UltraTouch,PH210900441268,PBBCS UltraTouch,PH210900451288,PBBCS UltraTouch,367393,WINGSET PBBCS UTW PP 21X.75 7 LUER,367393-WINGSET PBBCS UTW PP 21X.75 7 LUER,SM-367393,"$3,908,303 ","4,775,800",,Safety Wingset
893,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031002,3pc Conventional - COMBOS,PH210230041027,Cust Spec Syr w/Ndl,PH210230051035,1ml,303175,SYRINGE 1ML DN 25GA 5/8 SP120,303175-SYRINGE 1ML DN 25GA 5/8 SP120,MDS-303175,"$493,051 ","4,766,280",,Plastipak
894,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021150,Component,PH210310032050,PFS Component,PH210310041052,Bulk Plunger Rod,PH210310051112,1.5ml,47605308,HYPAK,47605308-HYPAK,PS-47605308,"$130,416 ","4,758,740",,Vacutainer tubes
895,BDI,SUR,Surgery,SUR,Surgery,2302000,Infection Prevention - Surgical,PH230200021041,ChloraPrep,PH230200031213,ChloraPrep Sterile Solution,PH230200041732,10.5 ml,PH230200051990,"CHP-IPA, Tint Orange",930715NSB,10.5ML TINTED APPLICATOR NS BULK ORANGE,930715NSB-10.5ML TINTED APPLICATOR NS BULK ORANGE,SUR-930715NSB,"$16,455,606 ","4,737,900",,Chloraprep
896,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310032900,Stopper Low Tier,PH210310041107,BSCF/BCF/BCA,PH210310051250,0.5ml,47283310,HYPAK BSCF0.5ML PH701/50 LID AVENTIS,47283310-HYPAK BSCF0.5ML PH701/50 LID AVENTIS,PS-47283310,"$57,280 ","4,724,160",,Vacutainer tubes
897,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2301000,IV Access,PH230100021022,IVA MaxPlus,PH230100031061,IVA Extension Sets - MaxPlus,PH230100041124,MaxPlus Clear,PH230100051125,MaxPlus Clear,MP5303-C,7-IN PRESSURE RATED SET W/ MAXPLUS,MP5303-C-7-IN PRESSURE RATED SET W/ MAXPLUS,MDS-MP5303-C,"$7,521,688 ","4,719,348",,Vacutainer tubes
898,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401521,Total Acute Urology,PH240152121000,PureWick Acute Care,PH240152131072,PureWick Flex,PH240152141277,PureWick Flex,PH240152151277,PureWick Flex,PWF030KX,Rise Kit,PWF030KX-Rise Kit,UCC-PWF030KX,"$47,622,768 ","4,709,012",,Purewick catheter
899,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102100,Flush & Caps,PH210210021019,Prefilled Flush Devices -Conventional,PH210210031111,Saline Flush Devices SP,PH210210041429,Posiflush SP - Columbus - CE,PH210210051658,CE SALINE,306593,SYRINGE 3ML SALINE FILL CHINA SP,306593-SYRINGE 3ML SALINE FILL CHINA SP,MDS-306593,"$1,433,450 ","4,706,880",,Plastipak
900,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032350,Hypak for Acute,PH210310041070,SCF Luer,PH210310051151,1mlL,47431810,PIR2-369 SCF1MLL C3 CTC7025/65 BAKED SI,47431810-PIR2-369 SCF1MLL C3 CTC7025/65 BAKED SI,PS-47431810,"$6,639,070 ","4,693,000",,Hypak for Antico
901,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021003,Safety Hypodermic Products,PH210230031028,Eclipse - COMBOS,PH210230041147,1 ml,PH210230051268,SMALL BORE NEEDLE,305789,SYRINGE 1ML LL W/NDL ECLIPSE 27X1/2 RB,305789-SYRINGE 1ML LL W/NDL ECLIPSE 27X1/2 RB,MDS-305789,"$1,455,331 ","4,651,050",,Safety Wingset
902,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021003,Safety Hypodermic Products,PH210230031028,Eclipse - COMBOS,PH210230041149,3 ml,PH210230051270,SMALL BORE NEEDLE,303306,SYRINGE 3ML LL  ECLIPSE 23X1-1/2 RB TW,303306-SYRINGE 3ML LL  ECLIPSE 23X1-1/2 RB TW,MDS-303306,"$936,105 ","4,592,750",,Safety Wingset
903,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121150,Tubes - Chemistry,PH210900132000,PT Heparin,PH210900141082,HEPARIN PLASTIC HEMO,PH210900151083,HEPARIN PLASTIC HEMO,368494,TUBE LIHEP PLH 13X75 2.0 PLCE GN,368494-TUBE LIHEP PLH 13X75 2.0 PLCE GN,SM-368494,"$516,490 ","4,580,400",,Vacutainer tubes
904,BLS,SM,Specimen Management,SM,Specimen Management,2109004,Specimen Acquisition,PH210900421850,Needles,PH210900434450,Conventional Needles,PH210900441248,NEEDLES CONVENTIONAL,PH210900451263,NEEDLES CONV,360747,NEEDLE CNV 18X1 SS CE,360747-NEEDLE CNV 18X1 SS CE,SM-360747,"$392,409 ","4,577,800",,Safety Wingset
905,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421350,Clinical Media,PH211100434650,Plated Media - Clinical,PH211100441166,Plated Media,PH211100451283,Plated Media,251261,Plate Trypticase Soy Agar 5% SB 100 Ea,251261-Plate Trypticase Soy Agar 5% SB 100 Ea,DS-251261,"$1,862,322 ","4,557,100",,Vacutainer tubes
906,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103300,PS Safety,PH210330021650,Component,PH210330034250,Ultrasafe,PH210330041155,Plus Passive Plunger Rod,PH210330051351,1mlL,47547102,ULTRASAFE PLUS X100L PR GREEN CCL AMG,47547102-ULTRASAFE PLUS X100L PR GREEN CCL AMG,PS-47547102,"$462,873 ","4,556,736",,
907,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121150,Tubes - Chemistry,PH210900132250,PT SST,PH210900141103,SST II PLASTIC HEMO,PH210900151104,SST II PLASTIC HEMO,362077,TUBE SST II PLH 13X100 PLBL 5.0 PWHT,362077-TUBE SST II PLH 13X100 PLBL 5.0 PWHT,SM-362077,"$523,032 ","4,543,200",,Vacutainer tubes
908,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421500,Blood Culture,PH211100435450,Blood Culture Reagents,PH211100441225,BACTEC Plus,PH211100451387,BACTEC Plus,445220,Bottle Plastic Bactec Plus Aerob/F 50/Pk,445220-Bottle Plastic Bactec Plus Aerob/F 50/Pk,DS-445220,"$17,379,791 ","4,543,101",,BACTEC vials
909,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021150,Component,PH210310032050,PFS Component,PH210310041052,Bulk Plunger Rod,PH210310051104,1ml,47356319,HYPAK PR1ML PP WHITE PP03642952,47356319-HYPAK PR1ML PP WHITE PP03642952,PS-47356319,"$90,349 ","4,541,000",,
910,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2301000,IV Access,PH230100021026,IVA SmartSite,PH230100031068,IVA Extension Sets - SmartSite,PH230100041131,SmartSite,PH230100051132,SmartSite,20039E,SMALLBORE 6 INCH EXT VLV,20039E-SMALLBORE 6 INCH EXT VLV,MDS-20039E,"$5,247,870 ","4,531,234",,Vacutainer tubes
911,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121150,Tubes - Chemistry,PH210900132250,PT SST,PH210900141103,SST II PLASTIC HEMO,PH210900151104,SST II PLASTIC HEMO,366882,TUBE SST II PLH 13X75 2.5 PLBL CE GLD,366882-TUBE SST II PLH 13X75 2.5 PLBL CE GLD,SM-366882,"$552,016 ","4,506,300",,Vacutainer tubes
